,TractFIPS,ARTHRITIS,BPHIGH,CANCER,CASTHMA,CHD,COPD,DIABETES,HIGHCHOL,KIDNEY,OBESITY,STROKE,BINGE,CSMOKING,LPA,SLEEP,MHLTH,PHLTH,ACCESS2,CHECKUP,CHOLSCREEN,DENTAL,City,Year
5559,06037234901.0,23.1,38.0,4.6,11.5,7.0,8.3,17.6,28.2,5.0,41.0,5.8,13.2,19.5,38.1,46.1,20.0,20.2,26.7,73.5,83.8,38.4,Los Angeles,2021
5560,06037109400.0,16.6,25.1,5.2,7.2,4.5,4.0,10.7,28.7,2.8,27.0,2.6,17.7,10.2,24.7,34.9,11.7,11.4,21.8,71.1,87.4,64.3,Los Angeles,2021
5561,06037262200.0,20.5,26.2,8.4,6.8,4.6,3.5,6.9,31.6,2.4,19.8,2.4,17.7,6.1,12.5,28.7,8.3,7.7,5.2,77.1,92.7,81.7,Los Angeles,2021
5562,06037216100.0,17.9,26.8,6.1,7.2,3.9,3.4,8.5,28.6,2.5,23.0,2.6,17.6,8.3,16.4,33.2,9.7,8.5,8.4,75.3,90.9,76.5,Los Angeles,2021
5563,06037265201.0,17.8,22.7,6.2,8.8,4.7,4.4,6.5,25.3,2.5,19.9,2.5,17.9,8.6,16.6,31.8,14.1,9.4,8.1,73.1,85.9,72.7,Los Angeles,2021
5564,06037141201.0,15.1,20.4,5.1,7.6,3.0,3.3,5.6,24.2,1.9,23.6,1.8,21.8,9.8,15.2,34.0,11.7,8.2,8.9,70.3,88.7,73.3,Los Angeles,2021
5565,06037106112.0,15.5,23.6,4.7,7.2,4.0,3.8,9.6,27.1,2.6,26.9,2.4,18.1,10.5,23.6,35.3,11.9,10.9,20.4,70.3,87.6,65.6,Los Angeles,2021
5566,06037189702.0,17.6,24.0,6.3,7.2,4.2,3.7,6.5,27.2,2.3,23.5,2.3,20.9,9.5,15.3,32.5,10.8,8.7,8.0,71.5,89.4,74.6,Los Angeles,2021
5567,06037128102.0,15.7,24.8,3.8,8.5,4.3,5.0,10.5,25.9,2.8,31.3,2.7,17.8,15.1,29.3,39.8,15.9,14.2,25.4,67.3,83.1,50.4,Los Angeles,2021
5568,06037134101.0,18.9,28.3,5.2,7.9,5.5,5.8,11.6,30.4,3.0,25.6,3.2,15.4,14.1,27.6,38.0,13.8,13.6,20.6,70.7,86.1,56.3,Los Angeles,2021
5569,06037201120.0,14.0,23.1,3.9,7.3,4.0,3.6,10.5,26.2,2.7,28.3,2.3,17.6,11.1,26.6,37.7,12.9,12.0,24.4,68.4,84.6,54.5,Los Angeles,2021
5570,06037267300.0,13.4,20.4,4.3,7.0,3.3,3.3,6.4,23.2,2.0,21.1,1.9,19.2,9.9,17.9,34.7,11.9,8.5,11.6,68.9,85.7,68.5,Los Angeles,2021
5571,06037104810.0,14.6,24.0,3.7,8.3,4.6,4.5,11.8,26.7,3.1,31.2,2.7,17.5,13.8,32.7,37.4,15.3,14.8,34.5,66.0,81.3,50.8,Los Angeles,2021
5572,06037294120.0,15.0,25.1,3.6,8.7,4.6,4.7,12.4,26.4,3.2,33.1,2.9,17.1,14.5,33.4,39.3,16.1,15.3,33.6,66.6,81.2,46.6,Los Angeles,2021
5573,06037104403.0,14.4,23.9,3.9,7.6,4.5,3.9,11.7,26.8,3.0,30.6,2.5,18.1,11.9,30.3,37.2,13.8,13.3,31.3,67.2,83.4,51.6,Los Angeles,2021
5574,06037214400.0,11.2,15.6,3.9,7.4,2.1,2.3,3.6,19.7,1.4,21.6,1.2,25.1,9.0,12.5,32.9,11.7,6.6,7.5,67.1,86.3,75.8,Los Angeles,2021
5575,06037241002.0,16.9,29.0,4.0,9.8,4.4,5.0,11.8,24.8,3.2,33.8,3.6,17.0,15.1,30.5,42.1,16.3,14.0,25.5,71.4,84.3,51.3,Los Angeles,2021
5576,06037211122.0,13.0,23.4,3.1,7.3,3.8,3.8,9.8,24.4,2.5,25.5,2.4,15.9,13.2,26.9,39.9,14.0,11.7,20.1,67.9,82.8,52.7,Los Angeles,2021
5577,06037183104.0,16.9,25.4,5.5,6.8,4.4,3.9,9.9,29.3,2.7,24.2,2.6,16.7,9.7,21.9,34.7,10.6,10.4,16.5,72.5,88.0,67.2,Los Angeles,2021
5578,06037113421.0,15.5,23.5,4.2,8.1,3.8,4.4,9.0,25.4,2.5,27.6,2.4,18.3,13.2,25.2,38.5,14.5,11.9,19.9,69.2,84.5,58.9,Los Angeles,2021
5579,06037212501.0,11.9,21.0,3.0,7.5,3.2,3.5,8.3,22.9,2.2,25.4,2.0,18.2,13.2,25.5,38.5,14.1,11.0,21.6,66.4,82.0,56.9,Los Angeles,2021
5580,06037197700.0,14.5,25.1,3.8,6.8,4.2,4.0,11.0,27.9,2.6,20.2,2.6,14.0,12.3,26.7,39.0,12.5,11.1,18.3,70.4,84.2,54.9,Los Angeles,2021
5581,06037275400.0,12.8,18.3,4.6,6.8,2.5,2.4,5.1,23.5,1.7,20.8,1.5,21.9,7.7,13.2,32.3,9.9,6.8,8.0,70.3,89.1,77.1,Los Angeles,2021
5582,06037131100.0,19.2,26.7,5.9,7.9,5.0,5.2,9.5,29.0,2.9,27.1,2.9,18.0,12.3,23.1,35.7,13.1,12.2,16.5,71.2,87.3,63.0,Los Angeles,2021
5583,06037272302.0,16.7,24.7,5.1,8.0,4.6,4.8,9.1,26.9,2.7,26.5,2.7,18.4,12.9,24.0,36.1,13.5,11.9,19.3,69.2,85.9,60.0,Los Angeles,2021
5584,06037143603.0,14.1,19.2,4.8,7.3,2.7,2.9,5.0,23.7,1.7,22.6,1.6,22.9,8.9,13.7,33.1,11.1,7.5,7.7,69.7,88.1,75.6,Los Angeles,2021
5585,06037191710.0,18.0,28.2,4.4,8.6,5.7,6.2,13.1,28.6,3.5,31.5,3.4,15.9,16.4,33.6,38.7,16.4,16.5,28.9,67.6,82.3,48.9,Los Angeles,2021
5586,06037203900.0,14.8,24.3,4.0,7.8,4.7,4.1,12.0,27.0,3.2,30.9,2.7,17.6,12.3,31.5,37.1,14.2,14.0,32.6,67.1,81.4,51.2,Los Angeles,2021
5587,06037187200.0,14.5,23.4,4.2,7.2,4.0,3.6,10.5,27.0,2.7,27.0,2.4,17.6,11.0,25.7,36.2,12.5,11.6,22.9,69.2,85.4,59.0,Los Angeles,2021
5588,06037209103.0,15.1,26.6,2.8,9.8,5.4,6.3,14.0,25.5,3.8,37.6,3.3,15.8,20.5,42.8,42.4,21.1,20.7,43.5,62.4,74.7,33.5,Los Angeles,2021
5589,06037206031.0,10.4,17.8,3.2,6.2,2.2,2.2,5.3,21.7,1.5,19.5,1.4,20.4,8.3,14.8,35.2,10.1,6.6,8.9,68.5,86.3,72.6,Los Angeles,2021
5590,06037295103.0,21.2,27.5,7.8,7.3,4.9,4.5,8.5,31.5,2.7,22.9,2.7,17.4,9.1,17.4,32.6,10.4,9.8,9.5,75.5,90.7,74.9,Los Angeles,2021
5591,06037135201.0,21.2,27.4,7.9,7.3,5.1,4.5,8.0,31.0,2.7,22.1,2.8,17.3,8.9,17.3,31.9,10.4,9.7,8.8,75.4,91.2,74.5,Los Angeles,2021
5592,06037228710.0,17.3,29.5,3.3,10.1,6.1,7.0,15.5,26.9,4.2,38.5,4.1,15.1,20.5,43.0,42.3,20.8,21.1,42.1,64.6,76.2,36.3,Los Angeles,2021
5593,06037132900.0,20.8,27.3,6.7,8.1,5.2,5.5,8.9,30.2,2.7,25.2,2.9,18.0,12.3,20.7,34.8,12.9,11.7,12.4,72.6,88.3,66.6,Los Angeles,2021
5594,06037216402.0,20.1,25.8,7.4,7.8,5.0,4.6,7.2,28.0,2.7,22.4,2.8,19.1,9.9,17.0,33.0,11.8,9.8,8.6,72.8,88.2,69.0,Los Angeles,2021
5595,06037273600.0,16.3,21.7,5.7,7.3,3.3,3.2,6.1,26.9,2.0,23.1,1.9,21.0,8.2,13.7,31.1,10.2,8.0,7.4,72.0,90.8,78.6,Los Angeles,2021
5596,06037276603.0,15.1,20.4,5.2,7.5,3.0,3.1,5.6,24.7,1.9,22.0,1.8,20.9,8.6,14.0,32.9,11.0,7.7,7.6,71.2,89.4,76.0,Los Angeles,2021
5597,06037269000.0,21.3,27.0,8.6,7.0,5.0,3.9,7.3,31.1,2.6,20.6,2.6,17.3,6.9,14.4,29.6,9.1,8.5,6.5,76.5,91.8,78.3,Los Angeles,2021
5598,06037239802.0,16.5,28.3,3.5,9.8,4.7,5.5,12.8,25.1,3.5,35.6,3.6,16.5,16.8,34.9,42.3,17.8,16.2,32.0,68.2,81.8,43.0,Los Angeles,2021
5599,06037111301.0,16.6,24.1,4.9,7.8,4.1,4.4,8.5,26.9,2.4,23.7,2.5,17.7,11.5,21.5,36.5,13.2,10.7,13.9,71.2,86.3,65.0,Los Angeles,2021
5600,06037119800.0,14.2,22.6,4.2,7.2,3.8,3.6,9.8,26.5,2.5,26.6,2.3,18.2,10.7,25.5,35.6,12.3,11.2,24.2,68.8,85.6,62.3,Los Angeles,2021
5601,06037229200.0,16.8,28.6,3.6,9.7,5.5,6.1,14.0,26.5,3.7,35.6,3.8,15.9,17.6,37.8,40.6,18.4,17.8,36.6,66.7,81.0,45.5,Los Angeles,2021
5602,06037218702.0,17.8,29.9,4.4,9.1,4.7,4.9,12.3,26.6,3.3,32.9,3.6,16.4,14.0,28.8,41.4,14.6,13.6,23.1,72.3,85.4,50.7,Los Angeles,2021
5603,06037269700.0,15.6,23.2,4.8,7.6,3.5,3.5,7.9,25.8,2.4,25.2,2.2,18.8,9.5,18.3,34.5,11.5,9.4,12.0,71.7,87.6,70.6,Los Angeles,2021
5604,06037127604.0,19.8,28.8,5.7,8.7,6.2,6.6,11.3,28.9,3.4,29.2,3.6,16.2,15.1,29.5,37.8,15.4,15.0,24.7,69.9,84.7,52.5,Los Angeles,2021
5605,06037220000.0,19.2,31.7,4.8,9.3,4.8,5.0,12.8,27.2,3.5,33.5,3.9,16.0,13.2,27.5,41.4,14.3,13.5,20.3,74.1,87.2,54.4,Los Angeles,2021
5606,06037119340.0,13.0,23.7,2.4,9.4,4.3,5.4,11.7,23.0,3.2,36.8,2.7,17.0,20.0,40.8,42.0,20.8,18.8,42.6,61.2,73.5,35.3,Los Angeles,2021
5607,06037123206.0,17.1,26.8,4.1,8.6,5.3,5.5,13.1,28.2,3.5,33.0,3.1,16.2,15.0,33.7,38.4,16.1,16.4,31.6,67.5,82.5,49.1,Los Angeles,2021
5608,06037185100.0,17.1,25.2,5.5,7.1,4.4,4.0,9.5,29.1,2.6,25.2,2.5,17.9,10.1,21.0,34.3,11.0,10.5,15.6,71.8,88.7,65.9,Los Angeles,2021
5609,06037204920.0,17.5,28.6,4.1,8.7,6.3,5.8,15.5,29.1,4.2,35.1,3.6,15.1,15.4,38.2,38.0,16.8,18.5,37.4,66.9,80.1,46.3,Los Angeles,2021
5610,06037297202.0,19.7,26.5,6.3,7.9,4.9,5.1,9.1,29.5,2.7,26.5,2.8,18.5,12.2,21.7,35.2,12.9,11.6,14.6,72.0,88.5,65.8,Los Angeles,2021
5611,06037239601.0,14.9,25.9,3.1,9.5,4.4,5.2,12.1,24.3,3.3,35.5,3.2,16.8,17.1,36.0,41.9,18.2,16.4,35.2,66.0,79.8,42.0,Los Angeles,2021
5612,06037237300.0,21.0,34.7,5.2,10.0,5.3,5.8,13.9,27.8,3.8,34.8,4.6,15.4,14.6,29.8,42.7,15.1,14.4,21.6,75.3,87.7,52.9,Los Angeles,2021
5613,06037115401.0,18.0,26.0,5.1,8.2,4.8,5.3,9.9,27.8,2.8,27.3,2.9,17.2,13.3,25.4,37.1,14.3,12.8,18.8,70.2,84.8,59.4,Los Angeles,2021
5614,06037124102.0,16.6,25.0,4.4,8.4,4.5,5.1,9.5,26.2,2.8,29.6,2.7,18.3,14.5,26.0,37.7,15.1,13.2,20.2,68.1,84.5,57.3,Los Angeles,2021
5615,06037128702.0,19.2,25.0,6.8,7.7,4.4,4.3,7.2,28.0,2.5,23.5,2.5,19.2,10.1,17.1,32.8,11.7,9.6,9.5,72.9,88.9,74.3,Los Angeles,2021
5616,06037194402.0,14.3,19.7,5.0,7.3,3.1,3.0,5.0,23.6,1.8,22.3,1.7,23.2,8.9,13.7,32.6,11.3,7.6,7.6,69.0,87.2,74.5,Los Angeles,2021
5617,06037139701.0,22.3,28.0,8.9,7.1,5.2,4.2,7.6,32.4,2.7,21.5,2.7,17.3,7.4,14.4,29.6,9.2,8.9,6.2,76.9,92.2,78.4,Los Angeles,2021
5618,06037183610.0,14.9,24.4,3.7,8.1,4.4,4.5,11.5,26.4,3.0,30.7,2.6,16.9,13.6,30.1,38.4,15.1,14.2,27.7,67.3,82.1,52.0,Los Angeles,2021
5619,06037121101.0,15.1,23.7,4.0,7.8,4.1,4.3,10.2,26.7,2.7,28.3,2.5,18.1,12.9,26.8,37.8,14.0,12.6,23.8,68.0,84.9,55.0,Los Angeles,2021
5620,06037134302.0,20.3,27.6,6.4,7.7,5.2,5.3,9.4,30.4,2.8,24.8,3.0,17.5,12.3,21.8,35.0,12.6,11.7,13.2,72.6,88.2,69.3,Los Angeles,2021
5621,06037195902.0,14.5,21.8,4.5,7.1,3.5,3.2,7.2,25.3,2.2,24.3,2.0,19.9,9.8,17.5,34.4,11.5,8.9,10.9,69.7,87.7,69.9,Los Angeles,2021
5622,06037183820.0,14.7,24.2,3.4,8.2,4.3,4.5,11.7,25.7,3.0,32.6,2.6,16.8,14.2,32.3,39.6,15.8,14.8,30.2,66.5,81.2,46.7,Los Angeles,2021
5623,06037239502.0,17.3,29.1,3.6,9.8,5.1,5.9,13.8,26.2,3.7,36.5,3.8,15.9,17.2,36.1,42.4,18.0,17.3,32.8,68.0,82.8,41.7,Los Angeles,2021
5624,06037293202.0,14.8,25.2,3.3,8.5,4.5,5.1,11.4,25.4,3.0,31.2,2.8,16.3,16.3,33.3,40.6,16.8,15.2,29.6,66.3,81.0,46.9,Los Angeles,2021
5625,06037108202.0,15.7,23.0,5.6,6.3,3.4,3.0,7.4,28.6,2.0,18.2,2.0,16.6,7.9,15.9,33.5,8.9,7.5,8.6,74.1,90.4,75.2,Los Angeles,2021
5626,06037189202.0,17.7,23.8,6.8,6.9,4.1,3.3,6.6,28.6,2.2,20.8,2.2,19.4,7.4,13.8,30.9,9.5,7.8,6.9,73.7,90.5,77.3,Los Angeles,2021
5627,06037103400.0,20.8,27.3,6.6,8.0,5.1,5.5,9.0,30.7,2.8,25.5,2.9,18.2,12.2,20.7,35.4,12.9,11.9,12.4,72.5,88.1,66.2,Los Angeles,2021
5628,06037235202.0,22.1,37.0,5.2,10.3,5.5,6.1,14.9,28.4,4.0,36.6,4.8,14.8,15.4,29.8,43.9,15.4,15.0,19.4,76.6,88.3,51.9,Los Angeles,2021
5629,06037106405.0,15.7,24.8,3.8,8.6,4.3,5.0,11.2,26.1,3.0,32.5,2.7,17.3,15.4,32.0,40.1,16.1,15.0,30.2,66.8,83.1,48.0,Los Angeles,2021
5630,06037208000.0,13.3,23.2,2.9,8.6,4.0,4.5,10.7,23.7,2.9,30.0,2.5,16.1,15.4,32.3,40.4,17.2,14.6,28.1,65.8,79.1,45.7,Los Angeles,2021
5631,06037214901.0,17.5,22.5,6.4,7.7,4.0,3.8,6.0,25.8,2.2,21.9,2.2,20.1,9.3,15.2,32.6,11.5,8.6,8.0,71.7,88.3,72.9,Los Angeles,2021
5632,06037127806.0,16.4,25.5,4.1,8.5,4.7,5.3,10.7,26.8,2.9,30.3,2.8,17.6,15.1,29.0,39.6,15.7,14.3,24.4,67.6,82.6,48.9,Los Angeles,2021
5633,06037208720.0,15.3,26.1,3.4,8.5,5.0,5.3,12.8,26.4,3.4,32.6,3.0,16.2,16.3,35.2,40.2,17.0,16.4,33.2,65.5,80.6,42.1,Los Angeles,2021
5634,06037269906.0,10.4,16.4,3.4,7.0,2.0,2.2,4.7,20.0,1.5,20.6,1.3,21.5,8.3,14.6,34.4,10.9,6.6,9.7,68.7,86.5,74.1,Los Angeles,2021
5635,06037264103.0,14.9,19.5,5.4,7.5,3.1,3.1,5.0,24.0,1.8,20.5,1.7,21.6,8.3,13.4,32.2,11.1,7.5,7.1,70.4,88.2,74.6,Los Angeles,2021
5636,06037106020.0,15.2,23.0,4.5,7.5,4.0,3.9,9.5,26.8,2.6,27.7,2.3,18.8,10.7,24.1,36.0,12.5,11.3,22.2,69.3,86.1,61.3,Los Angeles,2021
5637,06037203100.0,15.0,24.6,3.5,8.7,4.7,4.8,12.6,26.5,3.3,33.1,2.8,16.5,14.8,35.4,39.4,16.8,16.2,35.9,65.9,81.9,43.0,Los Angeles,2021
5638,06037121102.0,19.4,27.8,5.3,8.4,5.7,6.1,11.4,29.9,3.2,29.1,3.3,17.0,14.2,27.8,36.9,14.8,14.6,22.1,69.7,84.5,54.8,Los Angeles,2021
5639,06037294410.0,18.9,29.8,4.5,9.1,5.2,5.8,12.6,27.9,3.4,30.6,3.5,14.4,15.4,30.4,40.8,16.1,14.9,20.5,71.9,85.0,52.1,Los Angeles,2021
5640,06037121802.0,17.5,27.4,4.5,8.2,5.2,5.3,12.0,28.4,3.2,30.9,3.1,16.8,14.3,29.7,38.6,14.9,14.6,25.0,69.0,84.4,54.0,Los Angeles,2021
5641,06037115202.0,14.3,20.9,4.5,7.5,3.4,3.5,6.9,24.2,2.1,22.3,2.0,19.3,9.9,19.0,35.1,12.5,9.1,13.3,70.3,85.1,68.7,Los Angeles,2021
5642,06037221710.0,16.4,26.9,4.3,8.1,5.4,4.8,12.9,26.9,3.7,29.9,3.4,15.8,12.3,30.8,38.0,14.7,14.4,26.8,68.9,83.1,50.8,Los Angeles,2021
5643,06037104620.0,16.2,26.6,4.0,8.4,5.5,5.1,13.7,28.0,3.7,33.6,3.2,16.2,14.7,35.8,37.7,16.1,16.8,35.9,66.6,79.9,48.9,Los Angeles,2021
5644,06037113303.0,21.0,28.3,7.1,7.4,5.3,5.0,9.7,31.6,2.9,24.2,3.0,16.6,10.4,20.4,34.4,11.2,11.1,12.2,74.4,89.4,67.9,Los Angeles,2021
5645,06037181600.0,10.6,16.5,3.3,7.8,2.5,2.6,5.8,20.7,1.7,19.4,1.5,21.6,8.3,17.2,34.1,13.6,7.6,12.5,69.0,83.0,69.7,Los Angeles,2021
5646,06037267902.0,18.8,24.0,7.2,7.1,4.0,3.5,6.4,28.9,2.2,21.0,2.2,18.8,7.4,13.5,31.3,9.5,7.9,6.2,74.4,91.2,77.5,Los Angeles,2021
5647,06037212701.0,18.2,30.1,5.1,6.6,5.5,4.6,13.3,31.5,3.2,20.4,3.4,12.1,11.3,28.5,38.6,11.5,12.0,18.0,73.9,87.0,55.6,Los Angeles,2021
5648,06037209300.0,13.1,22.9,2.7,9.2,4.1,4.9,10.2,23.0,2.8,30.7,2.5,17.5,16.8,32.2,39.8,18.8,15.1,28.6,64.6,76.5,47.4,Los Angeles,2021
5649,06037119900.0,15.5,24.6,4.5,7.2,4.3,4.2,10.5,28.0,2.6,25.3,2.6,16.5,11.7,26.8,36.5,12.6,11.8,22.7,69.8,85.0,60.9,Los Angeles,2021
5650,06037237720.0,16.8,28.7,3.3,10.3,5.0,6.2,13.5,25.1,3.7,38.1,3.7,15.8,19.1,38.1,43.6,19.9,18.6,34.6,66.8,78.6,38.3,Los Angeles,2021
5651,06037220100.0,24.3,39.3,6.4,9.7,6.7,6.4,16.2,31.6,4.5,33.5,5.2,13.1,13.2,28.6,40.9,13.4,14.9,17.6,78.6,90.8,57.2,Los Angeles,2021
5652,06037191901.0,12.0,18.4,3.7,7.4,2.7,3.0,5.4,21.2,1.8,23.7,1.6,23.3,10.7,16.9,35.6,12.9,8.3,11.9,67.0,84.1,67.9,Los Angeles,2021
5653,06037221303.0,15.4,26.7,3.5,8.2,4.9,5.0,12.8,26.8,3.2,31.6,3.1,16.4,15.7,34.1,40.4,15.9,15.6,31.6,66.7,81.6,44.8,Los Angeles,2021
5654,06037132300.0,18.3,26.9,5.2,8.1,5.3,5.5,10.8,28.3,3.1,28.3,3.1,16.8,13.7,27.5,37.5,14.5,13.7,21.7,69.7,85.1,56.8,Los Angeles,2021
5655,06037277200.0,13.6,22.6,3.6,8.4,2.8,3.2,7.4,22.2,2.1,27.5,2.1,19.4,11.1,19.9,39.6,13.4,9.4,13.4,71.3,85.8,61.4,Los Angeles,2021
5656,06037191120.0,19.0,28.1,5.3,8.3,5.7,5.9,11.7,29.3,3.3,28.6,3.4,16.3,13.8,27.7,36.1,14.5,14.3,21.4,70.0,84.3,58.2,Los Angeles,2021
5657,06037205110.0,13.1,23.0,2.7,9.0,4.2,4.8,11.5,23.9,3.1,35.0,2.5,17.4,17.5,38.2,40.2,18.7,17.2,41.0,62.2,77.5,40.8,Los Angeles,2021
5658,06037239602.0,18.1,30.7,3.5,10.4,5.8,6.9,15.1,26.6,4.1,38.8,4.2,14.9,19.9,40.5,42.8,20.1,19.9,36.1,67.3,78.4,39.5,Los Angeles,2021
5659,06037117407.0,12.7,22.8,2.4,9.2,3.8,4.9,11.1,22.9,3.0,35.7,2.5,17.3,19.0,39.2,41.3,19.8,17.6,41.3,61.7,75.9,39.2,Los Angeles,2021
5660,06037127712.0,15.8,24.0,4.3,7.9,4.1,4.5,9.2,25.8,2.6,28.9,2.5,18.5,12.8,25.0,38.8,14.0,12.2,20.7,68.6,85.5,53.8,Los Angeles,2021
5661,06037143902.0,18.2,23.3,6.8,7.2,3.8,3.4,6.1,28.4,2.1,21.8,2.1,20.1,7.5,13.2,30.6,9.7,7.9,6.1,73.9,90.9,80.2,Los Angeles,2021
5662,06037103101.0,20.0,26.4,6.4,7.7,4.8,5.0,8.4,30.5,2.5,24.5,2.7,18.7,11.5,19.2,34.6,12.2,11.0,11.1,72.5,89.0,68.2,Los Angeles,2021
5663,06037297000.0,20.6,26.8,7.1,7.6,4.9,4.7,8.4,30.3,2.7,25.1,2.7,18.2,10.1,18.4,33.2,11.3,10.5,10.6,73.9,90.2,71.8,Los Angeles,2021
5664,06037212203.0,17.3,29.4,4.1,8.1,6.3,5.9,14.7,29.2,3.9,30.6,3.8,14.9,15.6,36.8,40.2,15.7,16.9,35.0,67.3,82.6,40.2,Los Angeles,2021
5665,06037203600.0,14.9,24.6,3.7,8.4,4.9,4.6,12.5,26.7,3.4,32.5,2.8,16.8,13.9,34.0,37.6,15.9,15.7,35.1,66.2,81.6,50.1,Los Angeles,2021
5666,06037124201.0,16.1,23.5,5.0,7.6,4.1,4.2,8.9,27.2,2.5,26.3,2.4,19.4,11.7,22.8,36.2,12.8,11.2,19.6,69.5,85.5,61.1,Los Angeles,2021
5667,06037128802.0,16.7,22.1,6.4,7.2,3.6,3.3,6.0,26.0,2.1,21.8,2.1,20.3,8.4,15.0,32.2,10.3,8.0,8.9,72.4,89.5,76.1,Los Angeles,2021
5668,06037271901.0,14.9,21.6,5.0,7.1,3.4,3.2,6.7,25.5,2.1,22.2,2.0,19.8,8.8,16.5,33.8,10.8,8.3,10.8,71.3,88.2,71.4,Los Angeles,2021
5669,06037219700.0,18.3,30.2,4.4,9.3,5.2,5.4,13.3,27.1,3.7,34.4,3.8,16.3,14.4,30.6,40.7,15.6,15.1,25.0,71.1,84.8,51.1,Los Angeles,2021
5670,06037139402.0,22.5,28.1,8.3,7.6,5.3,4.8,7.9,32.3,2.7,22.8,2.8,18.0,8.9,15.6,30.7,10.5,9.9,6.8,75.9,91.5,77.4,Los Angeles,2021
5671,06037237600.0,19.3,31.9,4.1,9.8,6.5,6.9,15.8,27.7,4.4,37.8,4.6,14.8,17.7,38.7,41.7,18.6,19.0,34.3,68.7,80.3,43.1,Los Angeles,2021
5672,06037207103.0,21.5,36.7,5.0,6.8,8.1,7.2,19.0,36.3,4.2,18.5,5.0,8.4,16.2,38.0,42.1,13.5,16.4,22.7,73.9,83.8,41.9,Los Angeles,2021
5673,06037195202.0,16.1,22.5,5.7,6.9,3.6,3.2,6.5,27.1,2.1,21.9,2.0,20.1,8.5,14.7,32.1,10.0,8.1,7.9,71.8,89.6,76.0,Los Angeles,2021
5674,06037189701.0,15.5,21.5,5.4,7.3,3.5,3.2,6.0,25.5,2.0,21.9,1.9,21.6,8.5,14.2,31.9,10.9,8.0,7.9,71.1,88.9,76.2,Los Angeles,2021
5675,06037265410.0,19.6,26.0,7.1,7.1,4.3,3.6,7.3,30.0,2.4,22.9,2.4,18.7,7.5,13.9,30.7,9.5,8.5,6.1,74.9,91.1,78.5,Los Angeles,2021
5676,06037262802.0,22.5,27.9,9.2,6.8,5.0,3.8,7.3,33.4,2.6,21.0,2.5,17.1,6.2,12.6,28.1,8.2,8.2,4.7,78.0,93.8,82.5,Los Angeles,2021
5677,06037212306.0,14.5,25.7,3.3,7.0,4.3,4.4,12.0,27.8,2.7,23.9,2.7,14.0,14.8,31.6,40.4,14.0,13.1,24.5,68.3,82.1,51.8,Los Angeles,2021
5678,06037192300.0,16.3,22.8,5.9,7.0,3.7,3.3,6.5,26.8,2.1,21.1,2.1,19.6,8.6,15.1,31.6,10.3,8.0,7.9,72.2,89.2,77.5,Los Angeles,2021
5679,06037224320.0,17.6,28.6,3.9,9.1,6.0,6.0,15.3,28.6,4.1,35.4,3.6,15.2,16.4,38.6,39.9,17.8,18.9,36.8,66.8,81.0,41.6,Los Angeles,2021
5680,06037186203.0,15.7,23.2,5.5,6.5,3.7,3.1,8.3,28.5,2.3,22.9,2.1,18.1,7.8,17.3,32.2,9.3,8.6,12.0,73.1,89.9,74.6,Los Angeles,2021
5681,06037109800.0,18.4,26.5,5.8,7.4,4.9,4.7,9.9,29.5,2.8,25.3,2.8,17.0,11.3,23.1,35.3,12.1,11.5,16.8,72.0,87.9,65.0,Los Angeles,2021
5682,06037123510.0,19.6,27.7,5.8,8.2,5.6,5.8,10.6,29.3,3.2,27.8,3.3,17.2,13.0,25.8,37.0,14.1,13.5,19.6,70.6,85.9,56.3,Los Angeles,2021
5683,06037132001.0,19.1,25.7,6.2,7.7,4.6,4.7,8.5,29.2,2.6,25.2,2.7,18.5,11.2,20.1,34.7,12.2,10.9,13.1,72.1,87.9,68.7,Los Angeles,2021
5684,06037107010.0,15.3,24.4,4.0,8.0,4.6,4.5,11.7,26.8,3.1,31.3,2.7,17.6,12.8,30.8,37.3,14.8,14.2,30.7,67.2,81.4,53.6,Los Angeles,2021
5685,06037228210.0,18.8,31.3,3.7,9.9,6.6,7.3,16.6,28.9,4.4,37.4,4.4,14.6,19.2,41.3,41.8,19.5,20.7,38.5,66.7,79.4,38.0,Los Angeles,2021
5686,06037267502.0,13.4,19.8,4.4,7.2,3.2,3.2,6.0,23.2,2.0,21.4,1.9,20.6,10.2,17.5,34.0,11.9,8.4,11.7,68.6,85.3,70.2,Los Angeles,2021
5687,06037231220.0,18.0,30.3,3.8,9.9,5.7,6.4,14.7,27.3,3.9,36.2,4.0,15.2,18.1,37.7,42.3,18.5,18.2,34.0,68.4,81.2,40.7,Los Angeles,2021
5688,06037232400.0,18.8,31.6,4.4,9.7,5.2,5.7,13.7,27.2,3.7,35.1,4.0,16.1,15.5,31.6,41.8,16.0,15.4,25.9,71.8,85.4,50.3,Los Angeles,2021
5689,06037228410.0,15.3,26.2,3.1,9.6,5.1,5.8,13.3,25.4,3.6,36.8,3.2,16.0,18.3,39.4,40.8,19.6,18.8,38.8,64.3,78.3,40.8,Los Angeles,2021
5690,06037124400.0,18.8,24.7,6.4,7.8,4.4,4.4,7.5,28.0,2.5,24.2,2.5,19.7,10.4,17.8,33.5,12.1,10.0,10.3,72.2,88.4,70.6,Los Angeles,2021
5691,06037201504.0,16.0,25.8,4.1,7.9,4.9,4.5,12.8,28.0,3.4,30.9,2.9,16.3,13.0,31.5,37.7,14.3,14.7,29.5,68.2,83.9,52.7,Los Angeles,2021
