TractFIPS,y_variable,y_true,y_pred,City
06037208903.0,CHD,5.5,4.473053485117069,Los Angeles
06037208903.0,COPD,7.1,5.490077988363745,Los Angeles
06037208903.0,DIABETES,14.6,13.664173103571905,Los Angeles
06037208903.0,HIGHCHOL,33.3,32.25538349795981,Los Angeles
06037208903.0,KIDNEY,3.4,2.9981263936289886,Los Angeles
06037208903.0,OBESITY,36.5,33.22356746244923,Los Angeles
06037208903.0,STROKE,3.6,2.9857897229916794,Los Angeles
06037208903.0,BINGE,15.2,14.619724030600436,Los Angeles
06037208903.0,CSMOKING,19.7,17.286479275794957,Los Angeles
06037208903.0,LPA,36.6,33.26011761626546,Los Angeles
06037208903.0,SLEEP,37.3,36.486869360341146,Los Angeles
06037208903.0,MHLTH,22.2,20.104856808926687,Los Angeles
06037208903.0,PHLTH,17.6,15.324820797668064,Los Angeles
06037208903.0,ACCESS2,36.2,31.932167568603194,Los Angeles
06037208903.0,CHECKUP,55.7,57.497119341087995,Los Angeles
06037208903.0,CHOLSCREEN,71.2,76.59989404678593,Los Angeles
06037208903.0,DENTAL,34.8,36.694910834169924,Los Angeles
06037214902.0,ARTHRITIS,17.8,13.830410867148272,Los Angeles
06037214902.0,BPHIGH,23.0,22.177601001143465,Los Angeles
06037214902.0,CANCER,6.8,3.8593820213889503,Los Angeles
06037214902.0,CASTHMA,8.8,8.869747187521885,Los Angeles
06037214902.0,CHD,3.9,3.2701618184860766,Los Angeles
06037214902.0,COPD,3.5,3.650271571175668,Los Angeles
06037214902.0,DIABETES,6.4,8.536513498776795,Los Angeles
06037214902.0,HIGHCHOL,32.0,30.211691981090667,Los Angeles
06037214902.0,KIDNEY,2.5,2.2410068732317456,Los Angeles
06037214902.0,OBESITY,21.7,25.339742051106995,Los Angeles
06037214902.0,STROKE,2.2,1.9647762314217736,Los Angeles
06037214902.0,BINGE,17.0,16.703775268404865,Los Angeles
06037214902.0,CSMOKING,6.5,10.333160853524628,Los Angeles
06037214902.0,LPA,11.9,18.923816708022283,Los Angeles
06037214902.0,SLEEP,28.2,32.57920317297955,Los Angeles
06037214902.0,MHLTH,13.1,15.50265633733054,Los Angeles
06037214902.0,PHLTH,7.5,9.025799044220504,Los Angeles
06037214902.0,ACCESS2,4.1,7.189459659072613,Los Angeles
06037214902.0,CHECKUP,64.4,60.256406069431286,Los Angeles
06037214902.0,CHOLSCREEN,88.8,84.19616128135492,Los Angeles
06037214902.0,DENTAL,74.6,61.32912932674526,Los Angeles
17031612100.0,ARTHRITIS,25.1,23.86885210312682,Chicago
17031612100.0,BPHIGH,43.4,42.76669676524311,Chicago
17031612100.0,CANCER,5.5,5.256305408241281,Chicago
17031612100.0,CASTHMA,12.6,12.623781047537301,Chicago
17031612100.0,CHD,7.3,6.992069108985399,Chicago
17031612100.0,COPD,9.2,8.902520758659769,Chicago
17031612100.0,DIABETES,18.8,17.767718362180513,Chicago
17031612100.0,HIGHCHOL,31.2,30.74285870529095,Chicago
17031612100.0,KIDNEY,4.5,4.4009842163393245,Chicago
17031612100.0,OBESITY,44.0,44.90637365795946,Chicago
17031612100.0,STROKE,5.8,5.217424537023301,Chicago
17031612100.0,BINGE,12.5,12.538295413063912,Chicago
17031612100.0,CSMOKING,23.2,20.42092309359398,Chicago
17031612100.0,LPA,41.5,39.58368439178324,Chicago
17031612100.0,SLEEP,44.5,44.783422994762546,Chicago
17031612100.0,MHLTH,18.0,17.35562214605035,Chicago
17031612100.0,PHLTH,15.9,15.382582499726126,Chicago
17031612100.0,ACCESS2,15.3,13.19059424806522,Chicago
17031612100.0,CHECKUP,81.4,81.61023539949076,Chicago
17031612100.0,CHOLSCREEN,80.0,79.22982286807641,Chicago
17031612100.0,DENTAL,44.5,48.79178407329346,Chicago
17031051000.0,ARTHRITIS,10.0,12.248937019400707,Chicago
17031051000.0,BPHIGH,14.4,17.19766360824419,Chicago
17031051000.0,CANCER,3.4,4.093167395414773,Chicago
17031051000.0,CASTHMA,8.3,8.666629691294412,Chicago
17031051000.0,CHD,1.9,2.8762862645717435,Chicago
17031051000.0,COPD,2.2,3.3313901804716335,Chicago
17031051000.0,DIABETES,3.9,5.930433239147129,Chicago
17031051000.0,HIGHCHOL,20.6,24.066841503215084,Chicago
17031051000.0,KIDNEY,1.4,1.8988789610001102,Chicago
17031051000.0,OBESITY,24.5,25.25048902564427,Chicago
17031051000.0,STROKE,1.1,1.6454961555460645,Chicago
17031051000.0,BINGE,25.2,21.966859696475517,Chicago
17031051000.0,CSMOKING,8.4,8.906676326549988,Chicago
17031051000.0,LPA,14.2,16.75618590458508,Chicago
17031051000.0,SLEEP,28.8,29.442612176472526,Chicago
17031051000.0,MHLTH,12.5,12.553339159840412,Chicago
17031051000.0,PHLTH,5.6,7.017039544338917,Chicago
17031051000.0,ACCESS2,5.7,10.034948591910641,Chicago
17031051000.0,CHECKUP,69.9,71.93372330347763,Chicago
17031051000.0,CHOLSCREEN,81.4,82.15814726497608,Chicago
17031051000.0,DENTAL,74.4,68.49142957219559,Chicago
17031251900.0,ARTHRITIS,23.0,23.609199909119102,Chicago
17031251900.0,BPHIGH,41.9,44.209360105738355,Chicago
17031251900.0,CANCER,4.3,5.149854506999299,Chicago
17031251900.0,CASTHMA,13.5,13.03958894170253,Chicago
17031251900.0,CHD,6.3,6.665933091173345,Chicago
17031251900.0,COPD,9.1,8.87688492866575,Chicago
17031251900.0,DIABETES,18.4,18.867910064402988,Chicago
17031251900.0,HIGHCHOL,28.6,30.258212609759,Chicago
17031251900.0,KIDNEY,4.0,4.108323685554079,Chicago
17031251900.0,OBESITY,47.5,46.09980156693666,Chicago
17031251900.0,STROKE,5.2,5.050255955568428,Chicago
17031251900.0,BINGE,12.9,11.985600277606224,Chicago
17031251900.0,CSMOKING,26.5,25.723376679161877,Chicago
17031251900.0,LPA,42.4,41.08176740264413,Chicago
17031251900.0,SLEEP,47.0,46.360056441695484,Chicago
17031251900.0,MHLTH,20.8,19.28183602096411,Chicago
17031251900.0,PHLTH,16.5,15.393755681696925,Chicago
17031251900.0,ACCESS2,15.2,13.432820644686513,Chicago
17031251900.0,CHECKUP,80.6,81.29098445871679,Chicago
17031251900.0,CHOLSCREEN,76.6,78.54125523259806,Chicago
17031251900.0,DENTAL,40.3,42.28988107514614,Chicago
42101012100.0,ARTHRITIS,28.6,23.433341953751125,Philadelphia
42101012100.0,BPHIGH,38.8,32.18883164939708,Philadelphia
42101012100.0,CANCER,7.4,5.980818855483852,Philadelphia
42101012100.0,CASTHMA,12.2,11.579950239260588,Philadelphia
42101012100.0,CHD,6.8,5.461302721629978,Philadelphia
42101012100.0,COPD,6.9,6.419365358877668,Philadelphia
42101012100.0,DIABETES,14.3,10.709356043521339,Philadelphia
42101012100.0,HIGHCHOL,32.8,31.74150674555784,Philadelphia
42101012100.0,KIDNEY,4.2,3.0038920788786334,Philadelphia
42101012100.0,OBESITY,31.4,31.37157940004636,Philadelphia
42101012100.0,STROKE,4.9,3.055705452853751,Philadelphia
42101012100.0,BINGE,14.7,16.432169257017936,Philadelphia
42101012100.0,CSMOKING,15.9,12.07818206606911,Philadelphia
42101012100.0,LPA,29.5,26.320373727772306,Philadelphia
42101012100.0,SLEEP,38.5,38.73225712748522,Philadelphia
42101012100.0,MHLTH,16.2,16.029851434435738,Philadelphia
42101012100.0,PHLTH,12.9,12.002695018722488,Philadelphia
42101012100.0,ACCESS2,7.6,7.916557262499803,Philadelphia
42101012100.0,CHECKUP,80.0,77.09742900385632,Philadelphia
42101012100.0,CHOLSCREEN,87.2,85.88805013751808,Philadelphia
42101012100.0,DENTAL,62.4,62.32744737762596,Philadelphia
36047055100.0,ARTHRITIS,12.1,12.52718452249081,New York
36047055100.0,BPHIGH,17.5,20.954701823717706,New York
36047055100.0,CANCER,3.7,3.8823180682172707,New York
36047055100.0,CASTHMA,9.1,10.201472338809582,New York
36047055100.0,CHD,2.8,3.1946369322849537,New York
36047055100.0,COPD,2.7,4.274298763077947,New York
36047055100.0,DIABETES,6.8,9.965789858013416,New York
36047055100.0,HIGHCHOL,28.1,27.679879650216087,New York
36047055100.0,KIDNEY,2.0,2.423135870955833,New York
36047055100.0,OBESITY,22.5,28.214868038418146,New York
36047055100.0,STROKE,1.5,2.2432587545294336,New York
36047055100.0,BINGE,21.7,19.63563944283675,New York
36047055100.0,CSMOKING,8.8,13.838822787874296,New York
36047055100.0,LPA,19.3,27.901925545803866,New York
36047055100.0,SLEEP,31.0,34.929824255170466,New York
36047055100.0,MHLTH,14.1,17.14467622336315,New York
36047055100.0,PHLTH,7.1,10.275316082037023,New York
36047055100.0,ACCESS2,8.4,14.338927904356751,New York
36047055100.0,CHECKUP,71.6,70.24468121844501,New York
36047055100.0,CHOLSCREEN,86.4,82.3057459252162,New York
36047055100.0,DENTAL,68.0,57.95894301517739,New York
48453000307.0,ARTHRITIS,15.8,17.67115506001054,Austin
48453000307.0,BPHIGH,21.0,24.36104265608619,Austin
48453000307.0,CANCER,5.0,5.925394763526907,Austin
48453000307.0,CASTHMA,8.1,8.609870999632376,Austin
48453000307.0,CHD,3.1,4.249789972837927,Austin
48453000307.0,COPD,3.0,3.991229943902396,Austin
48453000307.0,DIABETES,5.8,8.099201065141479,Austin
48453000307.0,HIGHCHOL,29.1,30.13833871684145,Austin
48453000307.0,KIDNEY,1.9,2.486355997402807,Austin
48453000307.0,OBESITY,25.0,25.109647995707263,Austin
48453000307.0,STROKE,1.6,1.8822782245481544,Austin
48453000307.0,BINGE,23.8,21.91537613126452,Austin
48453000307.0,CSMOKING,7.4,9.929118914303158,Austin
48453000307.0,LPA,11.8,20.41476766413139,Austin
48453000307.0,SLEEP,27.2,28.36495604943642,Austin
48453000307.0,MHLTH,13.6,14.7572557827221,Austin
48453000307.0,PHLTH,6.7,7.617965297604888,Austin
48453000307.0,ACCESS2,9.2,10.941761998948984,Austin
48453000307.0,CHECKUP,66.8,68.78719101721788,Austin
48453000307.0,CHOLSCREEN,86.0,85.64094455696225,Austin
48453000307.0,DENTAL,70.4,67.72964267900129,Austin
36081050202.0,ARTHRITIS,21.7,20.598055406747395,New York
36081050202.0,BPHIGH,36.8,33.97282630957714,New York
36081050202.0,CANCER,5.0,6.154251144385751,New York
36081050202.0,CASTHMA,12.1,11.381482788684497,New York
36081050202.0,CHD,5.3,5.27160192913475,New York
36081050202.0,COPD,6.1,5.6301027289849355,New York
36081050202.0,DIABETES,14.6,12.685013271699978,New York
36081050202.0,HIGHCHOL,31.3,34.09906676253402,New York
36081050202.0,KIDNEY,3.5,3.165570143447654,New York
36081050202.0,OBESITY,36.8,32.03914602249751,New York
36081050202.0,STROKE,4.0,3.579401358208851,New York
36081050202.0,BINGE,14.0,13.987142207054605,New York
36081050202.0,CSMOKING,16.6,14.916317642656457,New York
36081050202.0,LPA,33.3,31.12809744177283,New York
36081050202.0,SLEEP,43.6,39.320174879233356,New York
36081050202.0,MHLTH,16.6,15.276867328787368,New York
36081050202.0,PHLTH,12.1,10.637732581142233,New York
36081050202.0,ACCESS2,10.0,8.752459733042953,New York
36081050202.0,CHECKUP,82.1,81.7988808108721,New York
36081050202.0,CHOLSCREEN,87.4,89.1218775256425,New York
36081050202.0,DENTAL,54.1,59.59341764553641,New York
06037234300.0,ARTHRITIS,23.0,20.07524129034056,Los Angeles
06037234300.0,BPHIGH,38.8,33.8193051628078,Los Angeles
06037234300.0,CANCER,5.9,5.374388564276946,Los Angeles
06037234300.0,CASTHMA,11.6,10.759216538046468,Los Angeles
06037234300.0,CHD,4.6,4.919982922947237,Los Angeles
06037234300.0,COPD,5.0,6.052928339992429,Los Angeles
06037234300.0,DIABETES,14.1,14.730118458562563,Los Angeles
06037234300.0,HIGHCHOL,34.1,35.71949410863843,Los Angeles
06037234300.0,KIDNEY,3.7,3.4554035688396314,Los Angeles
06037234300.0,OBESITY,35.8,35.07163676654407,Los Angeles
06037234300.0,STROKE,4.0,3.591019979688532,Los Angeles
06037234300.0,BINGE,12.4,13.735267241465275,Los Angeles
06037234300.0,CSMOKING,10.7,13.796613795430387,Los Angeles
06037234300.0,LPA,19.5,27.06385082012645,Los Angeles
06037234300.0,SLEEP,39.9,36.94668969634436,Los Angeles
06037234300.0,MHLTH,14.8,17.716194859922677,Los Angeles
06037234300.0,PHLTH,11.1,13.794384150595471,Los Angeles
06037234300.0,ACCESS2,6.1,16.303812478436008,Los Angeles
06037234300.0,CHECKUP,73.9,68.83472289864464,Los Angeles
06037234300.0,CHOLSCREEN,90.9,85.51699263993636,Los Angeles
06037234300.0,DENTAL,63.8,53.559218373978,Los Angeles
36005005600.0,ARTHRITIS,19.0,18.70170018406129,New York
36005005600.0,BPHIGH,32.5,33.42746257691399,New York
36005005600.0,CANCER,4.6,4.117997143445955,New York
36005005600.0,CASTHMA,12.3,12.81227393133468,New York
36005005600.0,CHD,6.5,5.2708683147288,New York
36005005600.0,COPD,7.0,6.2392784657573115,New York
36005005600.0,DIABETES,16.3,13.652168373915247,New York
36005005600.0,HIGHCHOL,31.9,29.535680748286655,New York
36005005600.0,KIDNEY,3.9,3.7808517782385596,New York
36005005600.0,OBESITY,34.8,36.87849448602076,New York
36005005600.0,STROKE,3.9,3.2903969013500958,New York
36005005600.0,BINGE,13.0,13.446302662953096,New York
36005005600.0,CSMOKING,17.3,15.178143207054424,New York
36005005600.0,LPA,38.8,32.6033835936574,New York
36005005600.0,SLEEP,36.2,36.53658736098347,New York
36005005600.0,MHLTH,17.4,15.962312995718701,New York
36005005600.0,PHLTH,14.9,12.123305634949897,New York
36005005600.0,ACCESS2,19.7,13.845819558807284,New York
36005005600.0,CHECKUP,76.6,79.28547714431018,New York
36005005600.0,CHOLSCREEN,82.8,85.91015644250464,New York
36005005600.0,DENTAL,52.3,59.2923166844188,New York
36061017300.0,ARTHRITIS,19.4,15.54205119432617,New York
36061017300.0,BPHIGH,23.5,16.658807165487918,New York
36061017300.0,CANCER,6.9,5.865508225058133,New York
36061017300.0,CASTHMA,9.9,10.037167753784905,New York
36061017300.0,CHD,4.2,2.6972632684514326,New York
36061017300.0,COPD,3.9,2.6020830919062417,New York
36061017300.0,DIABETES,6.9,3.9100243667014243,New York
36061017300.0,HIGHCHOL,34.3,28.143621217793623,New York
36061017300.0,KIDNEY,2.6,1.6841504291583271,New York
36061017300.0,OBESITY,18.1,17.900280827767165,New York
36061017300.0,STROKE,2.1,1.1554395765612069,New York
36061017300.0,BINGE,21.1,23.27114354202292,New York
36061017300.0,CSMOKING,8.7,6.569885202105457,New York
36061017300.0,LPA,15.4,11.305859455993003,New York
36061017300.0,SLEEP,28.6,28.683308905017334,New York
36061017300.0,MHLTH,12.4,13.046335264674946,New York
36061017300.0,PHLTH,7.4,4.974275666752348,New York
36061017300.0,ACCESS2,4.2,3.434043498457929,New York
36061017300.0,CHECKUP,74.8,74.34973395007789,New York
36061017300.0,CHOLSCREEN,90.7,90.02437797509968,New York
36061017300.0,DENTAL,76.2,79.7364727868944,New York
36081077300.0,ARTHRITIS,18.4,18.370297010960265,New York
36081077300.0,BPHIGH,25.2,28.26979147149623,New York
36081077300.0,CANCER,6.1,5.362626089872414,New York
36081077300.0,CASTHMA,8.5,10.029049745029505,New York
36081077300.0,CHD,4.3,4.600734136133345,New York
36081077300.0,COPD,3.8,4.699800947156845,New York
36081077300.0,DIABETES,8.7,9.55639705062093,New York
36081077300.0,HIGHCHOL,33.1,33.14545664202062,New York
36081077300.0,KIDNEY,2.5,2.725868235866631,New York
36081077300.0,OBESITY,24.1,23.782736921188416,New York
36081077300.0,STROKE,2.1,2.3817117256179134,New York
36081077300.0,BINGE,16.6,16.291494762525595,New York
36081077300.0,CSMOKING,8.6,9.650851049307548,New York
36081077300.0,LPA,20.6,24.319724940305274,New York
36081077300.0,SLEEP,31.1,34.53843278067183,New York
36081077300.0,MHLTH,11.5,12.708512000029128,New York
36081077300.0,PHLTH,7.7,9.406845743804855,New York
36081077300.0,ACCESS2,5.6,8.82600018472414,New York
36081077300.0,CHECKUP,78.3,77.37916304718046,New York
36081077300.0,CHOLSCREEN,90.1,90.49591458476814,New York
36081077300.0,DENTAL,70.9,68.22448937657721,New York
06037131800.0,ARTHRITIS,16.8,17.04376992612914,Los Angeles
06037131800.0,BPHIGH,25.4,27.463733343672903,Los Angeles
06037131800.0,CANCER,4.6,3.6618167336555785,Los Angeles
06037131800.0,CASTHMA,9.3,10.413658373513595,Los Angeles
06037131800.0,CHD,4.3,4.504270307274813,Los Angeles
06037131800.0,COPD,4.9,5.884524684214143,Los Angeles
06037131800.0,DIABETES,10.8,13.892565818615848,Los Angeles
06037131800.0,HIGHCHOL,34.5,33.326614600404454,Los Angeles
06037131800.0,KIDNEY,2.8,2.9313483566725633,Los Angeles
06037131800.0,OBESITY,28.4,34.22538781904237,Los Angeles
06037131800.0,STROKE,2.6,2.9573358687364943,Los Angeles
06037131800.0,BINGE,15.6,14.57149626553095,Los Angeles
06037131800.0,CSMOKING,11.8,16.52013508551544,Los Angeles
06037131800.0,LPA,22.6,29.174708737870485,Los Angeles
06037131800.0,SLEEP,33.4,35.509530745280905,Los Angeles
06037131800.0,MHLTH,15.8,19.375749947432467,Los Angeles
06037131800.0,PHLTH,11.5,14.652887829642598,Los Angeles
06037131800.0,ACCESS2,14.9,24.604602129464357,Los Angeles
06037131800.0,CHECKUP,61.1,59.96810144563904,Los Angeles
06037131800.0,CHOLSCREEN,84.5,78.94876749835659,Los Angeles
06037131800.0,DENTAL,58.0,45.14093666236995,Los Angeles
25025140105.0,ARTHRITIS,21.4,18.438192482743325,Boston
25025140105.0,BPHIGH,27.8,22.213162273466175,Boston
25025140105.0,CANCER,6.1,5.766575726733309,Boston
25025140105.0,CASTHMA,11.5,10.342918057886248,Boston
25025140105.0,CHD,4.6,4.2209170959015045,Boston
25025140105.0,COPD,5.2,4.8158027112908135,Boston
25025140105.0,DIABETES,8.9,7.7295739677032005,Boston
25025140105.0,HIGHCHOL,30.3,29.863672975654797,Boston
25025140105.0,KIDNEY,2.8,2.317281171181383,Boston
25025140105.0,OBESITY,26.3,22.569885081015236,Boston
25025140105.0,STROKE,2.7,2.44372727955487,Boston
25025140105.0,BINGE,18.5,20.141104496069666,Boston
25025140105.0,CSMOKING,12.0,10.647976250108767,Boston
25025140105.0,LPA,22.8,21.06697895680224,Boston
25025140105.0,SLEEP,33.8,30.538676256673433,Boston
25025140105.0,MHLTH,15.3,13.772368825192352,Boston
25025140105.0,PHLTH,9.4,7.7317612155893585,Boston
25025140105.0,ACCESS2,6.1,4.31102973615134,Boston
25025140105.0,CHECKUP,73.9,71.45746179907162,Boston
25025140105.0,CHOLSCREEN,87.4,87.35352817817346,Boston
25025140105.0,DENTAL,69.0,72.08535303443435,Boston
36047062200.0,ARTHRITIS,25.2,21.014992173019575,New York
36047062200.0,BPHIGH,30.1,33.91867325479298,New York
36047062200.0,CANCER,8.7,5.940866495524632,New York
36047062200.0,CASTHMA,9.9,11.360313214229777,New York
36047062200.0,CHD,7.0,5.251967516095876,New York
36047062200.0,COPD,6.9,5.495694511245855,New York
36047062200.0,DIABETES,9.7,12.886226569651885,New York
36047062200.0,HIGHCHOL,38.3,33.706052965382895,New York
36047062200.0,KIDNEY,3.5,3.181336461848718,New York
36047062200.0,OBESITY,22.5,34.5370663942152,New York
36047062200.0,STROKE,3.5,3.3582510011037736,New York
36047062200.0,BINGE,16.1,14.488548640672331,New York
36047062200.0,CSMOKING,11.8,13.967190147192241,New York
36047062200.0,LPA,24.3,29.539707134657267,New York
36047062200.0,SLEEP,30.7,39.236492245512146,New York
36047062200.0,MHLTH,14.2,14.471690960188612,New York
36047062200.0,PHLTH,10.5,10.569436697161725,New York
36047062200.0,ACCESS2,6.1,7.834591433406581,New York
36047062200.0,CHECKUP,78.0,81.2427651785223,New York
36047062200.0,CHOLSCREEN,89.8,88.41759518473121,New York
36047062200.0,DENTAL,66.6,61.185442393204845,New York
17031838700.0,ARTHRITIS,22.9,26.028271865090595,Chicago
17031838700.0,BPHIGH,40.9,44.35346488248878,Chicago
17031838700.0,CANCER,4.4,5.1837571320761295,Chicago
17031838700.0,CASTHMA,14.0,13.058620174398143,Chicago
17031838700.0,CHD,6.4,7.425854867088128,Chicago
17031838700.0,COPD,9.5,9.871466158559576,Chicago
17031838700.0,DIABETES,17.8,20.474269710144533,Chicago
17031838700.0,HIGHCHOL,28.3,30.698409473158872,Chicago
17031838700.0,KIDNEY,4.1,4.518318475172787,Chicago
17031838700.0,OBESITY,46.3,47.960041428277115,Chicago
17031838700.0,STROKE,5.4,5.918413206438116,Chicago
17031838700.0,BINGE,12.6,12.336302318756506,Chicago
17031838700.0,CSMOKING,27.1,25.419951932002316,Chicago
17031838700.0,LPA,44.1,44.35895660775566,Chicago
17031838700.0,SLEEP,46.8,46.120411877199146,Chicago
17031838700.0,MHLTH,21.6,20.564769225026193,Chicago
17031838700.0,PHLTH,16.9,17.484392570097526,Chicago
17031838700.0,ACCESS2,17.1,15.618489730495186,Chicago
17031838700.0,CHECKUP,80.3,81.99697383935025,Chicago
17031838700.0,CHOLSCREEN,75.1,77.35184729499287,Chicago
17031838700.0,DENTAL,38.7,40.99953946444491,Chicago
17031711000.0,ARTHRITIS,26.2,25.241899957667158,Chicago
17031711000.0,BPHIGH,44.9,44.06931326123034,Chicago
17031711000.0,CANCER,5.8,6.159262102071828,Chicago
17031711000.0,CASTHMA,12.8,11.733373430672767,Chicago
17031711000.0,CHD,7.5,6.864588106788178,Chicago
17031711000.0,COPD,9.1,8.01683120599703,Chicago
17031711000.0,DIABETES,19.5,18.662060479337878,Chicago
17031711000.0,HIGHCHOL,31.0,31.383332373251932,Chicago
17031711000.0,KIDNEY,4.7,4.5471630415997115,Chicago
17031711000.0,OBESITY,44.8,42.35089489314446,Chicago
17031711000.0,STROKE,6.0,5.732674073690359,Chicago
17031711000.0,BINGE,11.9,12.05935931664558,Chicago
17031711000.0,CSMOKING,22.0,18.307478685390294,Chicago
17031711000.0,LPA,40.4,36.28048554832387,Chicago
17031711000.0,SLEEP,44.6,42.3363305030565,Chicago
17031711000.0,MHLTH,17.9,15.602317126458487,Chicago
17031711000.0,PHLTH,15.8,14.985864655530474,Chicago
17031711000.0,ACCESS2,13.1,11.110581506558612,Chicago
17031711000.0,CHECKUP,82.7,84.06076155065911,Chicago
17031711000.0,CHOLSCREEN,81.3,85.61031777683979,Chicago
17031711000.0,DENTAL,45.8,50.61728412218837,Chicago
42101034900.0,ARTHRITIS,24.3,23.34851256970262,Philadelphia
42101034900.0,BPHIGH,29.0,28.313140881863497,Philadelphia
42101034900.0,CANCER,6.2,6.306162858180687,Philadelphia
42101034900.0,CASTHMA,11.6,11.548199890910272,Philadelphia
42101034900.0,CHD,5.7,5.347215022449504,Philadelphia
42101034900.0,COPD,7.3,7.301141849179236,Philadelphia
42101034900.0,DIABETES,9.8,10.392337963486382,Philadelphia
42101034900.0,HIGHCHOL,31.6,29.609379467181405,Philadelphia
42101034900.0,KIDNEY,2.9,2.9144580843488828,Philadelphia
42101034900.0,OBESITY,29.1,28.597003658586146,Philadelphia
42101034900.0,STROKE,3.2,3.320728032201337,Philadelphia
42101034900.0,BINGE,19.4,17.44172398734853,Philadelphia
42101034900.0,CSMOKING,20.6,18.48842834441532,Philadelphia
42101034900.0,LPA,28.9,29.487107161681607,Philadelphia
42101034900.0,SLEEP,36.9,37.71069561494011,Philadelphia
42101034900.0,MHLTH,18.9,17.679331551772417,Philadelphia
42101034900.0,PHLTH,13.0,12.761916065570961,Philadelphia
42101034900.0,ACCESS2,10.2,9.30237192426729,Philadelphia
42101034900.0,CHECKUP,73.3,74.66334984783671,Philadelphia
42101034900.0,CHOLSCREEN,82.9,84.60665401854976,Philadelphia
42101034900.0,DENTAL,60.5,60.958639610567346,Philadelphia
36047003600.0,ARTHRITIS,19.2,20.500452713665744,New York
36047003600.0,BPHIGH,24.0,29.265832112897584,New York
36047003600.0,CANCER,6.2,6.487772162495897,New York
36047003600.0,CASTHMA,9.3,10.544410646350183,New York
36047003600.0,CHD,4.6,5.1428508502023025,New York
36047003600.0,COPD,4.8,5.670311345815038,New York
36047003600.0,DIABETES,8.3,10.197562831555151,New York
36047003600.0,HIGHCHOL,34.7,33.75488161109877,New York
36047003600.0,KIDNEY,2.6,2.965661993700813,New York
36047003600.0,OBESITY,21.8,25.280376337915335,New York
36047003600.0,STROKE,2.4,3.0671889304645794,New York
36047003600.0,BINGE,18.0,15.74980484218557,New York
36047003600.0,CSMOKING,10.9,11.787427634737655,New York
36047003600.0,LPA,21.4,23.61315223749976,New York
36047003600.0,SLEEP,31.8,33.82344867434256,New York
36047003600.0,MHLTH,13.8,14.19043157517595,New York
36047003600.0,PHLTH,8.6,9.798344933954096,New York
36047003600.0,ACCESS2,6.2,7.24598390440842,New York
36047003600.0,CHECKUP,74.9,77.3899319183741,New York
36047003600.0,CHOLSCREEN,88.9,89.00434506774866,New York
36047003600.0,DENTAL,67.3,65.99271586494486,New York
17031842100.0,ARTHRITIS,20.2,20.847907879237432,Chicago
17031842100.0,BPHIGH,35.2,30.550076598559347,Chicago
17031842100.0,CANCER,4.3,4.537702914958946,Chicago
17031842100.0,CASTHMA,11.6,10.203822841981161,Chicago
17031842100.0,CHD,5.7,5.529472934435475,Chicago
17031842100.0,COPD,7.3,6.636665445538632,Chicago
17031842100.0,DIABETES,15.9,14.60665553183727,Chicago
17031842100.0,HIGHCHOL,29.2,29.45850654059692,Chicago
17031842100.0,KIDNEY,3.6,3.3101820142965512,Chicago
17031842100.0,OBESITY,42.1,40.004924426373435,Chicago
17031842100.0,STROKE,4.2,3.0640893201624873,Chicago
17031842100.0,BINGE,14.8,16.71073505796568,Chicago
17031842100.0,CSMOKING,20.8,19.49210949240592,Chicago
17031842100.0,LPA,39.7,36.9130251950134,Chicago
17031842100.0,SLEEP,41.4,37.01644107515529,Chicago
17031842100.0,MHLTH,17.9,16.032922224142126,Chicago
17031842100.0,PHLTH,14.8,13.012391126272236,Chicago
17031842100.0,ACCESS2,20.2,15.179907031133709,Chicago
17031842100.0,CHECKUP,77.2,75.21247951255536,Chicago
17031842100.0,CHOLSCREEN,77.1,77.91579020361439,Chicago
17031842100.0,DENTAL,45.4,50.6560266045523,Chicago
36081040700.0,ARTHRITIS,13.5,18.06982028819245,New York
36081040700.0,BPHIGH,23.5,29.831513030344652,New York
36081040700.0,CANCER,2.9,5.519451429943718,New York
36081040700.0,CASTHMA,9.8,9.534619475968327,New York
36081040700.0,CHD,4.3,5.935145479650148,New York
36081040700.0,COPD,4.6,5.98126690216228,New York
36081040700.0,DIABETES,12.2,12.92757962843646,New York
36081040700.0,HIGHCHOL,29.8,34.60282740561404,New York
36081040700.0,KIDNEY,2.7,3.074189447393777,New York
36081040700.0,OBESITY,34.3,27.4510715648273,New York
36081040700.0,STROKE,2.4,3.1702936378542197,New York
36081040700.0,BINGE,17.6,14.584287932788309,New York
36081040700.0,CSMOKING,16.7,13.576067899039641,New York
36081040700.0,LPA,40.5,34.98051957050735,New York
36081040700.0,SLEEP,37.2,35.96319218018363,New York
36081040700.0,MHLTH,17.5,15.454849871536503,New York
36081040700.0,PHLTH,13.0,12.317673137280336,New York
36081040700.0,ACCESS2,29.8,16.936452646091052,New York
36081040700.0,CHECKUP,71.6,76.52091566811413,New York
36081040700.0,CHOLSCREEN,78.6,85.02918255729739,New York
36081040700.0,DENTAL,43.9,50.39332392784625,New York
47157022410.0,ARTHRITIS,29.4,25.206568389793873,Memphis
47157022410.0,BPHIGH,48.7,42.84008963864006,Memphis
47157022410.0,CANCER,6.2,5.639641435473046,Memphis
47157022410.0,CASTHMA,12.1,11.744312742878595,Memphis
47157022410.0,CHD,7.0,6.570070759698056,Memphis
47157022410.0,COPD,8.7,8.399839681567272,Memphis
